School,County,SupervisoryUnion,OperatingDistrict,Grade,Enrollment,year
Lyndon Town School,Caledonia County,Caledonia North SU,Lyndon,Grade01,53,2016
Lyndon Town School,Caledonia County,Caledonia North SU,Lyndon,Grade02,45,2016
Lyndon Town School,Caledonia County,Caledonia North SU,Lyndon,Grade03,37,2016
Lyndon Town School,Caledonia County,Caledonia North SU,Lyndon,Grade04,41,2016
Lyndon Town School,Caledonia County,Caledonia North SU,Lyndon,Grade05,46,2016
Lyndon Town School,Caledonia County,Caledonia North SU,Lyndon,Grade06,48,2016
Lyndon Town School,Caledonia County,Caledonia North SU,Lyndon,Grade07,27,2016
Lyndon Town School,Caledonia County,Caledonia North SU,Lyndon,Grade08,50,2016
Millers Run School USD #37,Caledonia County,Caledonia North SU,Millers Run USD #37,PKEEE,20,2016
Millers Run School USD #37,Caledonia County,Caledonia North SU,Millers Run USD #37,KFull,5,2016
Millers Run School USD #37,Caledonia County,Caledonia North SU,Millers Run USD #37,Grade01,8,2016
Millers Run School USD #37,Caledonia County,Caledonia North SU,Millers Run USD #37,Grade02,9,2016
Millers Run School USD #37,Caledonia County,Caledonia North SU,Millers Run USD #37,Grade03,12,2016
Millers Run School USD #37,Caledonia County,Caledonia North SU,Millers Run USD #37,Grade04,11,2016
Millers Run School USD #37,Caledonia County,Caledonia North SU,Millers Run USD #37,Grade05,9,2016
Millers Run School USD #37,Caledonia County,Caledonia North SU,Millers Run USD #37,Grade06,13,2016
Millers Run School USD #37,Caledonia County,Caledonia North SU,Millers Run USD #37,Grade07,13,2016
Millers Run School USD #37,Caledonia County,Caledonia North SU,Millers Run USD #37,Grade08,10,2016
Newark School,Caledonia County,Caledonia North SU,Newark,KFull,4,2016
Newark School,Caledonia County,Caledonia North SU,Newark,Grade01,11,2016
Newark School,Caledonia County,Caledonia North SU,Newark,Grade02,7,2016
Newark School,Caledonia County,Caledonia North SU,Newark,Grade03,5,2016
Newark School,Caledonia County,Caledonia North SU,Newark,Grade04,10,2016
Newark School,Caledonia County,Caledonia North SU,Newark,Grade05,5,2016
Newark School,Caledonia County,Caledonia North SU,Newark,Grade06,11,2016
Newark School,Caledonia County,Caledonia North SU,Newark,Grade07,6,2016
Newark School,Caledonia County,Caledonia North SU,Newark,Grade08,8,2016
Sutton School,Caledonia County,Caledonia North SU,Sutton,PKEEE,4,2016
Sutton School,Caledonia County,Caledonia North SU,Sutton,KFull,7,2016
Sutton School,Caledonia County,Caledonia North SU,Sutton,Grade01,10,2016
Sutton School,Caledonia County,Caledonia North SU,Sutton,Grade02,13,2016
Sutton School,Caledonia County,Caledonia North SU,Sutton,Grade03,16,2016
Sutton School,Caledonia County,Caledonia North SU,Sutton,Grade04,8,2016
Sutton School,Caledonia County,Caledonia North SU,Sutton,Grade05,9,2016
Sutton School,Caledonia County,Caledonia North SU,Sutton,Grade06,11,2016
Sutton School,Caledonia County,Caledonia North SU,Sutton,Grade07,13,2016
Sutton School,Caledonia County,Caledonia North SU,Sutton,Grade08,8,2016
Waterford Elementary School,Caledonia County,Essex Caledonia SU,Waterford,PKEEE,17,2016
Waterford Elementary School,Caledonia County,Essex Caledonia SU,Waterford,KFull,15,2016
Waterford Elementary School,Caledonia County,Essex Caledonia SU,Waterford,Grade01,11,2016
Waterford Elementary School,Caledonia County,Essex Caledonia SU,Waterford,Grade02,13,2016
Waterford Elementary School,Caledonia County,Essex Caledonia SU,Waterford,Grade03,11,2016
Waterford Elementary School,Caledonia County,Essex Caledonia SU,Waterford,Grade04,11,2016
Waterford Elementary School,Caledonia County,Essex Caledonia SU,Waterford,Grade05,22,2016
Waterford Elementary School,Caledonia County,Essex Caledonia SU,Waterford,Grade06,10,2016
Waterford Elementary School,Caledonia County,Essex Caledonia SU,Waterford,Grade07,17,2016
Waterford Elementary School,Caledonia County,Essex Caledonia SU,Waterford,Grade08,16,2016
Hardwick Elementary School,Caledonia County,Orleans Southwest SU,Hardwick,PKEEE,32,2016
Hardwick Elementary School,Caledonia County,Orleans Southwest SU,Hardwick,KFull,30,2016
Hardwick Elementary School,Caledonia County,Orleans Southwest SU,Hardwick,Grade01,36,2016
Hardwick Elementary School,Caledonia County,Orleans Southwest SU,Hardwick,Grade02,40,2016
Hardwick Elementary School,Caledonia County,Orleans Southwest SU,Hardwick,Grade03,31,2016
Hardwick Elementary School,Caledonia County,Orleans Southwest SU,Hardwick,Grade04,40,2016
Hardwick Elementary School,Caledonia County,Orleans Southwest SU,Hardwick,Grade05,29,2016
Hardwick Elementary School,Caledonia County,Orleans Southwest SU,Hardwick,Grade06,25,2016
Hazen UHSD #26 (School),Caledonia County,Orleans Southwest SU,Hazen UHSD #26 (District),Grade07,49,2016
Hazen UHSD #26 (School),Caledonia County,Orleans Southwest SU,Hazen UHSD #26 (District),Grade08,51,2016
Hazen UHSD #26 (School),Caledonia County,Orleans Southwest SU,Hazen UHSD #26 (District),Grade09,72,2016
Hazen UHSD #26 (School),Caledonia County,Orleans Southwest SU,Hazen UHSD #26 (District),Grade10,54,2016
Hazen UHSD #26 (School),Caledonia County,Orleans Southwest SU,Hazen UHSD #26 (District),Grade11,62,2016
Hazen UHSD #26 (School),Caledonia County,Orleans Southwest SU,Hazen UHSD #26 (District),Grade12,42,2016
St Johnsbury Schools,Caledonia County,St Johnsbury SD,St Johnsbury,PKEEE,109,2016
St Johnsbury Schools,Caledonia County,St Johnsbury SD,St Johnsbury,KFull,71,2016
St Johnsbury Schools,Caledonia County,St Johnsbury SD,St Johnsbury,Grade01,63,2016
St Johnsbury Schools,Caledonia County,St Johnsbury SD,St Johnsbury,Grade02,71,2016
St Johnsbury Schools,Caledonia County,St Johnsbury SD,St Johnsbury,Grade03,74,2016
St Johnsbury Schools,Caledonia County,St Johnsbury SD,St Johnsbury,Grade04,60,2016
St Johnsbury Schools,Caledonia County,St Johnsbury SD,St Johnsbury,Grade05,66,2016
St Johnsbury Schools,Caledonia County,St Johnsbury SD,St Johnsbury,Grade06,77,2016
St Johnsbury Schools,Caledonia County,St Johnsbury SD,St Johnsbury,Grade07,80,2016
St Johnsbury Schools,Caledonia County,St Johnsbury SD,St Johnsbury,Grade08,71,2016
Burlington Senior High School,Chittenden County,Burlington SD,Burlington,Grade09,269,2016
Burlington Senior High School,Chittenden County,Burlington SD,Burlington,Grade10,272,2016
Burlington Senior High School,Chittenden County,Burlington SD,Burlington,Grade11,235,2016
Burlington Senior High School,Chittenden County,Burlington SD,Burlington,Grade12,275,2016
C P Smith School,Chittenden County,Burlington SD,Burlington,PKEEE,13,2016
C P Smith School,Chittenden County,Burlington SD,Burlington,KFull,43,2016
C P Smith School,Chittenden County,Burlington SD,Burlington,Grade01,42,2016
C P Smith School,Chittenden County,Burlington SD,Burlington,Grade02,50,2016
C P Smith School,Chittenden County,Burlington SD,Burlington,Grade03,50,2016
C P Smith School,Chittenden County,Burlington SD,Burlington,Grade04,35,2016
C P Smith School,Chittenden County,Burlington SD,Burlington,Grade05,49,2016
Champlain School,Chittenden County,Burlington SD,Burlington,PKEEE,298,2016
Champlain School,Chittenden County,Burlington SD,Burlington,KFull,61,2016
Champlain School,Chittenden County,Burlington SD,Burlington,Grade01,57,2016
Champlain School,Chittenden County,Burlington SD,Burlington,Grade02,65,2016
Champlain School,Chittenden County,Burlington SD,Burlington,Grade03,37,2016
Champlain School,Chittenden County,Burlington SD,Burlington,Grade04,55,2016
Champlain School,Chittenden County,Burlington SD,Burlington,Grade05,42,2016
Edmunds Elementary School,Chittenden County,Burlington SD,Burlington,KFull,62,2016
Edmunds Elementary School,Chittenden County,Burlington SD,Burlington,Grade01,44,2016
Edmunds Elementary School,Chittenden County,Burlington SD,Burlington,Grade02,50,2016
Edmunds Elementary School,Chittenden County,Burlington SD,Burlington,Grade03,60,2016
Edmunds Elementary School,Chittenden County,Burlington SD,Burlington,Grade04,66,2016
Edmunds Elementary School,Chittenden County,Burlington SD,Burlington,Grade05,59,2016
Edmunds Middle School,Chittenden County,Burlington SD,Burlington,Grade06,140,2016
Edmunds Middle School,Chittenden County,Burlington SD,Burlington,Grade07,146,2016
Edmunds Middle School,Chittenden County,Burlington SD,Burlington,Grade08,121,2016
Integrated Arts Academy At HO,Chittenden County,Burlington SD,Burlington,PKEEE,28,2016
Integrated Arts Academy At HO,Chittenden County,Burlington SD,Burlington,KFull,44,2016
Integrated Arts Academy At HO,Chittenden County,Burlington SD,Burlington,Grade01,44,2016
Integrated Arts Academy At HO,Chittenden County,Burlington SD,Burlington,Grade02,45,2016
Integrated Arts Academy At HO,Chittenden County,Burlington SD,Burlington,Grade03,37,2016
Integrated Arts Academy At HO,Chittenden County,Burlington SD,Burlington,Grade04,43,2016
Integrated Arts Academy At HO,Chittenden County,Burlington SD,Burlington,Grade05,52,2016
J J Flynn School,Chittenden County,Burlington SD,Burlington,PKEEE,28,2016
J J Flynn School,Chittenden County,Burlington SD,Burlington,KFull,63,2016
J J Flynn School,Chittenden County,Burlington SD,Burlington,Grade01,45,2016
J J Flynn School,Chittenden County,Burlington SD,Burlington,Grade02,55,2016
J J Flynn School,Chittenden County,Burlington SD,Burlington,Grade03,65,2016
J J Flynn School,Chittenden County,Burlington SD,Burlington,Grade04,57,2016
J J Flynn School,Chittenden County,Burlington SD,Burlington,Grade05,60,2016
Lyman C Hunt Middle School,Chittenden County,Burlington SD,Burlington,Grade06,127,2016
Lyman C Hunt Middle School,Chittenden County,Burlington SD,Burlington,Grade07,134,2016
Lyman C Hunt Middle School,Chittenden County,Burlington SD,Burlington,Grade08,122,2016
Sustainability Academy At Lawr,Chittenden County,Burlington SD,Burlington,PKEEE,28,2016
Sustainability Academy At Lawr,Chittenden County,Burlington SD,Burlington,KFull,34,2016
Sustainability Academy At Lawr,Chittenden County,Burlington SD,Burlington,Grade01,34,2016
Sustainability Academy At Lawr,Chittenden County,Burlington SD,Burlington,Grade02,33,2016
Sustainability Academy At Lawr,Chittenden County,Burlington SD,Burlington,Grade03,27,2016
Sustainability Academy At Lawr,Chittenden County,Burlington SD,Burlington,Grade04,32,2016
Sustainability Academy At Lawr,Chittenden County,Burlington SD,Burlington,Grade05,29,2016
Essex Community Education Cent,Chittenden County,Chittenden Central SU,Essex Community Education Cent,Grade09,308,2016
Essex Community Education Cent,Chittenden County,Chittenden Central SU,Essex Community Education Cent,Grade10,302,2016
Essex Community Education Cent,Chittenden County,Chittenden Central SU,Essex Community Education Cent,Grade11,301,2016
Essex Community Education Cent,Chittenden County,Chittenden Central SU,Essex Community Education Cent,Grade12,306,2016
Essex Community Education Cent,Chittenden County,Chittenden Central SU,Essex Community Education Cent,AW,6,2016
Albert D Lawton School,Chittenden County,Chittenden Central SU,Essex Junction ID,Grade06,122,2016
Albert D Lawton School,Chittenden County,Chittenden Central SU,Essex Junction ID,Grade07,114,2016
Albert D Lawton School,Chittenden County,Chittenden Central SU,Essex Junction ID,Grade08,111,2016
Hiawatha School,Chittenden County,Chittenden Central SU,Essex Junction ID,PKEEE,19,2016
Hiawatha School,Chittenden County,Chittenden Central SU,Essex Junction ID,KFull,44,2016
Hiawatha School,Chittenden County,Chittenden Central SU,Essex Junction ID,Grade01,53,2016
Hiawatha School,Chittenden County,Chittenden Central SU,Essex Junction ID,Grade02,57,2016
Hiawatha School,Chittenden County,Chittenden Central SU,Essex Junction ID,Grade03,61,2016
Summit Street School,Chittenden County,Chittenden Central SU,Essex Junction ID,PKEEE,108,2016
Summit Street School,Chittenden County,Chittenden Central SU,Essex Junction ID,KFull,44,2016
Summit Street School,Chittenden County,Chittenden Central SU,Essex Junction ID,Grade01,57,2016
Summit Street School,Chittenden County,Chittenden Central SU,Essex Junction ID,Grade02,59,2016
Summit Street School,Chittenden County,Chittenden Central SU,Essex Junction ID,Grade03,48,2016
Thomas Fleming School,Chittenden County,Chittenden Central SU,Essex Junction ID,Grade04,110,2016
Thomas Fleming School,Chittenden County,Chittenden Central SU,Essex Junction ID,Grade05,136,2016
Westford Elementary School,Chittenden County,Chittenden Central SU,Westford,PKEEE,31,2016
Westford Elementary School,Chittenden County,Chittenden Central SU,Westford,KFull,16,2016
Westford Elementary School,Chittenden County,Chittenden Central SU,Westford,Grade01,24,2016
Westford Elementary School,Chittenden County,Chittenden Central SU,Westford,Grade02,18,2016
Westford Elementary School,Chittenden County,Chittenden Central SU,Westford,Grade03,18,2016
Westford Elementary School,Chittenden County,Chittenden Central SU,Westford,Grade04,18,2016
Westford Elementary School,Chittenden County,Chittenden Central SU,Westford,Grade05,17,2016
Westford Elementary School,Chittenden County,Chittenden Central SU,Westford,Grade06,19,2016
Westford Elementary School,Chittenden County,Chittenden Central SU,Westford,Grade07,16,2016
Westford Elementary School,Chittenden County,Chittenden Central SU,Westford,Grade08,23,2016
Brewster Pierce School,Chittenden County,Chittenden East SU,Huntington,PKEEE,36,2016
Brewster Pierce School,Chittenden County,Chittenden East SU,Huntington,KFull,20,2016
Brewster Pierce School,Chittenden County,Chittenden East SU,Huntington,Grade01,19,2016
Brewster Pierce School,Chittenden County,Chittenden East SU,Huntington,Grade02,21,2016
Brewster Pierce School,Chittenden County,Chittenden East SU,Huntington,Grade03,30,2016
Brewster Pierce School,Chittenden County,Chittenden East SU,Huntington,Grade04,21,2016
Jericho Elementary School,Chittenden County,Chittenden East SU,Mt Mansfield Modified USD #401,PKEEE,58,2016
Jericho Elementary School,Chittenden County,Chittenden East SU,Mt Mansfield Modified USD #401,KFull,44,2016
Jericho Elementary School,Chittenden County,Chittenden East SU,Mt Mansfield Modified USD #401,Grade01,29,2016
Jericho Elementary School,Chittenden County,Chittenden East SU,Mt Mansfield Modified USD #401,Grade02,58,2016
Jericho Elementary School,Chittenden County,Chittenden East SU,Mt Mansfield Modified USD #401,Grade03,55,2016
Jericho Elementary School,Chittenden County,Chittenden East SU,Mt Mansfield Modified USD #401,Grade04,47,2016
Richmond Elementary School,Chittenden County,Chittenden East SU,Mt Mansfield Modified USD #401,PKEEE,73,2016
Richmond Elementary School,Chittenden County,Chittenden East SU,Mt Mansfield Modified USD #401,KFull,33,2016
Richmond Elementary School,Chittenden County,Chittenden East SU,Mt Mansfield Modified USD #401,Grade01,51,2016
Richmond Elementary School,Chittenden County,Chittenden East SU,Mt Mansfield Modified USD #401,Grade02,46,2016
Richmond Elementary School,Chittenden County,Chittenden East SU,Mt Mansfield Modified USD #401,Grade03,48,2016
Richmond Elementary School,Chittenden County,Chittenden East SU,Mt Mansfield Modified USD #401,Grade04,50,2016
Smilie Memorial School (Bolton,Chittenden County,Chittenden East SU,Mt Mansfield Modified USD #401,PKEEE,24,2016
Smilie Memorial School (Bolton,Chittenden County,Chittenden East SU,Mt Mansfield Modified USD #401,KFull,21,2016
Smilie Memorial School (Bolton,Chittenden County,Chittenden East SU,Mt Mansfield Modified USD #401,Grade01,15,2016
Smilie Memorial School (Bolton,Chittenden County,Chittenden East SU,Mt Mansfield Modified USD #401,Grade02,8,2016
Smilie Memorial School (Bolton,Chittenden County,Chittenden East SU,Mt Mansfield Modified USD #401,Grade03,11,2016
Smilie Memorial School (Bolton,Chittenden County,Chittenden East SU,Mt Mansfield Modified USD #401,Grade04,12,2016
Underhill Central School,Chittenden County,Chittenden East SU,Mt Mansfield Modified USD #401,PKEEE,30,2016
Underhill Central School,Chittenden County,Chittenden East SU,Mt Mansfield Modified USD #401,KFull,19,2016
