Fiscal Year,SUID,SUName,ORGID,OrgName,Enrollment,Concat,K12FTE,TotStaffFTE,VCFlag
2013-2014,SU008,Caledonia North SU,SU008,Caledonia North SU,0,SU0082014,32.65,85.15,0
2013-2014,SU009,Caledonia Central SU,PS018,Barnet Elementary School,190,PS0182014,22.2,39.45,0
2013-2014,SU009,Caledonia Central SU,PS082,Danville School,328,PS0822014,38.08,69.83,0
2013-2014,SU009,Caledonia Central SU,PS223,Peacham Elementary School,41,PS2232014,5,10.2,0
2013-2014,SU009,Caledonia Central SU,PS316,Walden School,89,PS3162014,10.7,18.2,0
2013-2014,SU009,Caledonia Central SU,SU009,Caledonia Central SU,0,SU0092014,4.41,14.7,0
2013-2014,SU010,Milton SD,PS140,Milton Elementary School,681,PS1402014,62.31,141.68,0
2013-2014,SU010,Milton SD,PS185,Milton Middle School,351,PS1852014,25.37,33.92,0
2013-2014,SU010,Milton SD,PS186,Milton High School,524,PS1862014,41.83,81.65,0
2013-2014,SU010,Milton SD,SU010,Milton SD,0,SU0102014,0,16.8,0
2013-2014,SU011,St Johnsbury SD,PS400,St Johnsbury Schools,629,PS4002014,56.1,137.26,0
2013-2014,SU011,St Johnsbury SD,SU011,St Johnsbury SD,0,SU0112014,0,0,0
2013-2014,SU012,Chittenden East SU,PS041,Brewster Pierce Elementary School,132,PS0412014,8.3,14.21,0
2013-2014,SU012,Chittenden East SU,PS050,Browns River Middle School,414,PS0502014,31.9,46.31,0
2013-2014,SU012,Chittenden East SU,PS058,Camels Hump Middle School,379,PS0582014,27.95,42.45,0
2013-2014,SU012,Chittenden East SU,PS152,Jericho Elementary School,253,PS1522014,17.8,28.53,0
2013-2014,SU012,Chittenden East SU,PS199,Mt Mansfield US #17,849,PS1992014,54.88,87.13,0
2013-2014,SU012,Chittenden East SU,PS243,Richmond Elementary School,253,PS2432014,18.2,28.33,0
2013-2014,SU012,Chittenden East SU,PS270,Smilie Memorial School(Bolton),52,PS2702014,4,8.11,0
2013-2014,SU012,Chittenden East SU,PS306,Underhill Central Elementary School,147,PS3062014,9,14.76,0
2013-2014,SU012,Chittenden East SU,PS307,Underhill Id Elementary School,96,PS3072014,8.1,12.73,0
2013-2014,SU012,Chittenden East SU,SU012,Chittenden East SU,0,SU0122014,53,248.82,0
2013-2014,SU013,Chittenden Central SU,PS009,Albert D Lawton School,355,PS0092014,31.3,59.5,0
2013-2014,SU013,Chittenden Central SU,PS141,Hiawatha School,234,PS1412014,19.5,40.3,0
2013-2014,SU013,Chittenden Central SU,PS292,Summit Street School,227,PS2922014,19.4,44.9,0
2013-2014,SU013,Chittenden Central SU,PS299,Thomas Fleming School,230,PS2992014,17.5,39.7,0
2013-2014,SU013,Chittenden Central SU,PS333,Westford Elementary School,179,PS3332014,15.2,32,0
2013-2014,SU013,Chittenden Central SU,PS388,Essex Community Ed Ctr,1286,PS3882014,154.8,358.5,0
2013-2014,SU013,Chittenden Central SU,SU013,Chittenden Central SU,0,SU0132014,0,37.2,0
2013-2014,SU014,Chittenden South SU,PS066,Champlain Valley UHS #15,1245,PS0662014,95.93,201.65,0
2013-2014,SU014,Chittenden South SU,PS068,Charlotte Central School,415,PS0682014,36.24,82.3,0
2013-2014,SU014,Chittenden South SU,PS143,Hinesburg Community School,496,PS1432014,45.15,84.78,0
2013-2014,SU014,Chittenden South SU,PS264,Shelburne Community School,737,PS2642014,58.46,134.78,0
2013-2014,SU014,Chittenden South SU,PS398,Williston Schools,1024,PS3982014,90.85,203.17,0
2013-2014,SU014,Chittenden South SU,SU014,Chittenden South SU,0,SU0142014,11,148.16,0
2013-2014,SU015,Burlington SD,PS052,Burlington Senior High School,1055,PS0522014,119.17,186.29,0
2013-2014,SU015,Burlington SD,PS065,Champlain Elementary School,325,PS0652014,25.7,48.1,0
2013-2014,SU015,Burlington SD,PS080,C P Smith School,273,PS0802014,22.5,47.4,0
2013-2014,SU015,Burlington SD,PS094,Edmunds Elementary School,362,PS0942014,30.9,54.9,0
2013-2014,SU015,Burlington SD,PS095,Edmunds Middle School,390,PS0952014,40.1,65.5,0
2013-2014,SU015,Burlington SD,PS155,J J Flynn School,361,PS1552014,28.5,54.5,0
2013-2014,SU015,Burlington SD,PS159,Sustain Acad At Lawrence Barnes,200,PS1592014,19.7,39.7,0
2013-2014,SU015,Burlington SD,PS169,Lyman C Hunt Middle School,377,PS1692014,38.77,70.17,0
2013-2014,SU015,Burlington SD,PS337,Integrated Arts Acad At Ho Wheeler,268,PS3372014,27.5,48.5,0
2013-2014,SU015,Burlington SD,SU015,Burlington SD,0,SU0152014,25.25,135.52,0
2013-2014,SU016,South Burlington SD,PS064,Chamberlin School,238,PS0642014,23.63,48.52,0
2013-2014,SU016,South Burlington SD,PS216,Orchard School,355,PS2162014,29.12,56.69,0
2013-2014,SU016,South Burlington SD,PS271,Rick Marcotte Central School,366,PS2712014,28.8,63.77,0
2013-2014,SU016,South Burlington SD,PS272,So Burlington High School,850,PS2722014,71.23,125.08,0
2013-2014,SU016,South Burlington SD,PS273,Frederick H Tuttle Middle School,556,PS2732014,46.88,82.82,0
2013-2014,SU016,South Burlington SD,SU016,South Burlington SD,0,SU0162014,2.8,114.36,0
2013-2014,SU017,Winooski SD,PS154,J F Kennedy Elem School,344,PS1542014,38.59,85.27,0
2013-2014,SU017,Winooski SD,PS351,Winooski High School,203,PS3512014,25.45,52,0
2013-2014,SU017,Winooski SD,PS401,Winooski Middle School,153,PS4012014,18.9,37.22,0
2013-2014,SU017,Winooski SD,SU017,Winooski SD,0,SU0172014,0,5.85,0
2013-2014,SU018,Essex Caledonia SU,PS074,Concord Graded/High School,204,PS0742014,23.25,46.25,0
2013-2014,SU018,Essex Caledonia SU,PS127,Guildhall Elementary School,19,PS1272014,3.3,6.3,0
2013-2014,SU018,Essex Caledonia SU,PS168,Lunenburg/Gilman Schools,85,PS1682014,11.85,27.25,0
2013-2014,SU018,Essex Caledonia SU,PS324,Waterford Elementary School,136,PS3242014,12.1,30.15,0
2013-2014,SU018,Essex Caledonia SU,SU018,Essex Caledonia SU,0,SU0182014,0,13.5,0
2013-2014,SU019,Essex North SU,PS059,Canaan Schools,172,PS0592014,20.2,30,0
2013-2014,SU019,Essex North SU,SU019,Essex North SU,0,SU0192014,2.5,18.62,0
2013-2014,SU020,Franklin Northeast SU,PS015,Bakersfield School,142,PS0152014,13.4,30.91,0
2013-2014,SU020,Franklin Northeast SU,PS032,Berkshire Elementary School,178,PS0322014,14.2,34.64,0
2013-2014,SU020,Franklin Northeast SU,PS096,Enosburg Falls Elementary School,213,PS0962014,22.1,47.2,0
2013-2014,SU020,Franklin Northeast SU,PS098,Enosburg Falls Middle-High School,417,PS0982014,50.04,108.66,0
2013-2014,SU020,Franklin Northeast SU,PS190,Montgomery Elementary School,112,PS1902014,10.05,23.5,0
2013-2014,SU020,Franklin Northeast SU,PS241,Richford Elementary School,207,PS2412014,17.3,40,0
2013-2014,SU020,Franklin Northeast SU,PS242,Richford Jr/Sr High School,225,PS2422014,21.2,45.2,0
2013-2014,SU020,Franklin Northeast SU,SU020,Franklin Northeast SU,0,SU0202014,10,28.67,0
2013-2014,SU021,Franklin Northwest SU,PS115,Franklin Elementary School,129,PS1152014,9.25,26.38,0
2013-2014,SU021,Franklin Northwest SU,PS142,Highgate Elementary School,291,PS1422014,29.4,66.57,0
2013-2014,SU021,Franklin Northwest SU,PS187,Missisquoi Valley UHS #7,851,PS1872014,90.98,182.53,0
2013-2014,SU021,Franklin Northwest SU,PS266,Sheldon Elementary School,252,PS2662014,23.1,54.15,0
2013-2014,SU021,Franklin Northwest SU,PS295,Swanton Schools,524,PS2952014,56.5,131.09,0
2013-2014,SU021,Franklin Northwest SU,SU021,Franklin Northwest SU,0,SU0212014,11.45,42.73,0
2013-2014,SU022,Franklin West SU,PS027,Bellows Free Academy (Fairfax),539,PS0272014,45.29,106.42,0
2013-2014,SU022,Franklin West SU,PS110,Fletcher Elementary School,129,PS1102014,11.85,22.89,0
2013-2014,SU022,Franklin West SU,PS117,Georgia Elem/Middle School,551,PS1172014,54.1,107.41,0
2013-2014,SU022,Franklin West SU,PS405,Bellows Free Academy HS(Fairfax),329,PS4052014,27.34,49.72,0
2013-2014,SU022,Franklin West SU,SU022,Franklin West SU,0,SU0222014,4.34,24.18,0
2013-2014,SU023,Franklin Central SU,PS105,Fairfield Center School,206,PS1052014,22.7,43.7,0
2013-2014,SU023,Franklin Central SU,PS288,St Albans City School,702,PS2882014,78.1,145.12,0
2013-2014,SU023,Franklin Central SU,PS289,St Albans Town Educ Center,706,PS2892014,62,137.11,0
2013-2014,SU023,Franklin Central SU,PS406,Bellows Free Academy (St Albans),1028,PS4062014,118.43,202.43,0
2013-2014,SU023,Franklin Central SU,SU023,Franklin Central SU,0,SU0232014,1,32.54,0
2013-2014,SU024,Grand Isle SU,PS010,Alburgh Community Ed Center,187,PS0102014,20.6,44.38,0
2013-2014,SU024,Grand Isle SU,PS112,Folsom Ed And Community Ctr,114,PS1122014,13.5,26.31,0
2013-2014,SU024,Grand Isle SU,PS122,Grand Isle  School,185,PS1222014,20.2,46,0
2013-2014,SU024,Grand Isle SU,PS148,Isle La Motte Elem School,24,PS1482014,4.37,8.09,0
2013-2014,SU024,Grand Isle SU,PS209,North Hero School,43,PS2092014,6,11.57,0
2013-2014,SU024,Grand Isle SU,SU024,Grand Isle SU,0,SU0242014,0.8,12.5,0
2013-2014,SU025,Lamoille North SU,PS057,Cambridge Elementary School,341,PS0572014,31.6,74.7,0
2013-2014,SU025,Lamoille North SU,PS093,Eden Central School,110,PS0932014,13,45.3,0
2013-2014,SU025,Lamoille North SU,PS145,Hyde Park Elementary School,219,PS1452014,23.1,59.45,0
2013-2014,SU025,Lamoille North SU,PS153,Johnson Elementary School,222,PS1532014,22,52.1,0
2013-2014,SU025,Lamoille North SU,PS158,Lamoille UHS #18,552,PS1582014,68.1,139,0
2013-2014,SU025,Lamoille North SU,PS325,Waterville Elementary School,81,PS3252014,8,20.2,0
2013-2014,SU025,Lamoille North SU,PS404,Lamoille Union Middle School #18,245,PS4042014,27.8,43.6,0
2013-2014,SU025,Lamoille North SU,SU025,Lamoille North SU,0,SU0252014,0,20.7,0
2013-2014,SU026,Lamoille South SU,PS156,Elmore School,20,PS1562014,1,3.23,0
2013-2014,SU026,Lamoille South SU,PS194,Morristown Elem Schools,278,PS1942014,23.1,53.11,0
2013-2014,SU026,Lamoille South SU,PS224,Peoples Academy,248,PS2242014,25.27,50.03,0
2013-2014,SU026,Lamoille South SU,PS286,Stowe Elementary School,324,PS2862014,24.95,50.03,0
2013-2014,SU026,Lamoille South SU,PS287,Stowe Middle/High School,407,PS2872014,35.95,71.02,0
2013-2014,SU026,Lamoille South SU,PS394,Peoples Academy Middle School,281,PS3942014,25,48.1,0
2013-2014,SU026,Lamoille South SU,SU026,Lamoille South SU,0,SU0262014,2.8,25.83,0
2013-2014,SU027,Orange East SU,PS037,Bradford Elementary School,210,PS0372014,21.6,53.54,0
2013-2014,SU027,Orange East SU,PS202,Newbury Elementary School,124,PS2022014,14.6,37.6,0
2013-2014,SU027,Orange East SU,PS220,Oxbow UHS #30,390,PS2202014,48,97.23,0
2013-2014,SU027,Orange East SU,PS298,Thetford Elementary School,202,PS2982014,21.9,50.4,0
2013-2014,SU027,Orange East SU,PS310,Waits River Valley US #36,221,PS3102014,26,54.43,0
2013-2014,SU027,Orange East SU,SU027,Orange East SU,0,SU0272014,0,10.55,0
2013-2014,SU028,Orange Southwest SU,PS038,Braintree School,85,PS0382014,7.8,14.25,0
2013-2014,SU028,Orange Southwest SU,PS047,Brookfield Elementary School,57,PS0472014,6.9,11.45,0
2013-2014,SU028,Orange Southwest SU,PS237,Randolph UHS #2,444,PS2372014,57.4,83.25,0
2013-2014,SU028,Orange Southwest SU,PS359,Randolph Elementary School,323,PS3592014,25.25,45.2,0
2013-2014,SU028,Orange Southwest SU,SU028,Orange Southwest SU,0,SU0282014,5.5,57.25,0
2013-2014,SU029,Orange North SU,PS215,Orange Center School,103,PS2152014,10.1,23.85,0
2013-2014,SU029,Orange North SU,PS322,Washington Village School,85,PS3222014,8.55,19.3,0
2013-2014,SU029,Orange North SU,PS343,Williamstown Elem School,206,PS3432014,18.6,46.4,0
2013-2014,SU029,Orange North SU,PS344,Williamstown Middle/High School,314,PS3442014,23.8,46.9,0
2013-2014,SU029,Orange North SU,SU029,Orange North SU,0,SU0292014,0,10,0
2013-2014,SU030,Orange Windsor SU,PS069,Chelsea Elem High School,192,PS0692014,20.37,32.07,0
2013-2014,SU030,Orange Windsor SU,PS206,Newton School,116,PS2062014,11.82,17.93,0
2013-2014,SU030,Orange Windsor SU,PS263,Sharon Elementary School,113,PS2632014,9.1,18.05,0
2013-2014,SU030,Orange Windsor SU,PS274,So Royalton Elem/High School,347,PS2742014,29.1,52.12,0
2013-2014,SU030,Orange Windsor SU,PS303,Tunbridge Central School,121,PS3032014,15.6,22.48,0
2013-2014,SU030,Orange Windsor SU,SU030,Orange Windsor SU,0,SU0302014,11.2,60.4,0
2013-2014,SU031,North Country SU,PS044,Brighton Elementary School,75,PS0442014,13.03,27.48,0
2013-2014,SU031,North Country SU,PS067,Charleston Elem School,114,PS0672014,12.72,28.12,0
2013-2014,SU031,North Country SU,PS077,Coventry Village School,101,PS0772014,13.7,22.5,0
2013-2014,SU031,North Country SU,PS084,Derby Elementary School,349,PS0842014,37,79.55,0
2013-2014,SU031,North Country SU,PS144,Holland Elementary School,59,PS1442014,6.8,15.6,0
2013-2014,SU031,North Country SU,PS166,Lowell Graded School,106,PS1662014,11.56,22.07,0
2013-2014,SU031,North Country SU,PS204,Newport City Elem Schools,317,PS2042014,34,79.37,0
2013-2014,SU031,North Country SU,PS205,Newport Town School,93,PS2052014,12.71,27.91,0
2013-2014,SU031,North Country SU,PS208,North Country UHS #22A,836,PS2082014,94.29,181.48,0
2013-2014,SU031,North Country SU,PS302,Troy Elementary School,178,PS3022014,17,40.6,0
2013-2014,SU031,North Country SU,PS364,North Country Union Jr High #22B,257,PS3642014,33,61.8,0
2013-2014,SU031,North Country SU,PS374,Jay/Westfield Joint School,81,PS3742014,9.8,18,0
2013-2014,SU031,North Country SU,SU031,North Country SU,0,SU0312014,6,63.07,0
2013-2014,SU032,Washington Central SU,PS033,Berlin Elementary School,191,PS0332014,17.9,38.8,0
2013-2014,SU032,Washington Central SU,PS056,Calais Elementary School,113,PS0562014,11.5,24.87,0
2013-2014,SU032,Washington Central SU,PS091,East Montpelier Elem School,197,PS0912014,19.5,36.93,0
2013-2014,SU032,Washington Central SU,PS181,Rumney Memorial School (Middlesex),153,PS1812014,13.6,29.43,0
2013-2014,SU032,Washington Central SU,PS305,U32 UHS #32,781,PS3052014,71.83,151.25,0
2013-2014,SU032,Washington Central SU,PS357,Doty Memorial School,61,PS3572014,7.95,16.85,0
2013-2014,SU032,Washington Central SU,SU032,Washington Central SU,0,SU0322014,3,21.5,0
2013-2014,SU033,Rutland South SU,PS071,Clarendon Elementary School,175,PS0712014,19.1,40.1,0
2013-2014,SU033,Rutland South SU,PS183,Mill River US #40,522,PS1832014,57.75,111.18,0
2013-2014,SU033,Rutland South SU,PS269,Shrewsbury Mountain School,58,PS2692014,9.2,14.71,0
2013-2014,SU033,Rutland South SU,PS317,Wallingford Village School,116,PS3172014,11.35,24.75,0
2013-2014,SU033,Rutland South SU,SU033,Rutland South SU,0,SU0332014,2,22.91,0
2013-2014,SU034,Orleans Central SU,PS007,Albany Community School,81,PS0072014,8.1,15.1,0
2013-2014,SU034,Orleans Central SU,PS022,Barton Graded School,161,PS0222014,14.3,25.2,0
2013-2014,SU034,Orleans Central SU,PS049,Brownington Central School,108,PS0492014,10.4,15.53,0
2013-2014,SU034,Orleans Central SU,PS118,Glover Community School,122,PS1182014,10,18.6,0
2013-2014,SU034,Orleans Central SU,PS147,Irasburg Village School,134,PS1472014,11.05,18.82,0
2013-2014,SU034,Orleans Central SU,PS157,Lake Region UHS #24,345,PS1572014,30.37,52.87,0
2013-2014,SU034,Orleans Central SU,PS217,Orleans Elementary School,103,PS2172014,10.4,16.63,0
2013-2014,SU034,Orleans Central SU,SU034,Orleans Central SU,0,SU0342014,19.4,89.03,0
2013-2014,SU035,Orleans Southwest SU,PS078,Craftsbury Schools,161,PS0782014,15.52,27.02,0
2013-2014,SU035,Orleans Southwest SU,PS126,Lakeview US #43,74,PS1262014,6.2,13,0
2013-2014,SU035,Orleans Southwest SU,PS131,Hardwick Elementary School,238,PS1312014,19.8,37.9,0
2013-2014,SU035,Orleans Southwest SU,PS139,Hazen UHS #26,367,PS1392014,29.3,52.1,0
2013-2014,SU035,Orleans Southwest SU,PS352,Wolcott Elementary School,132,PS3522014,11,20.8,0
2013-2014,SU035,Orleans Southwest SU,PS353,Woodbury Elementary School,49,PS3532014,3.4,10,0
2013-2014,SU035,Orleans Southwest SU,SU035,Orleans Southwest SU,0,SU0352014,18.7,76.3,0
2013-2014,SU036,Rutland Northeast SU,PS021,Barstow Memorial School,200,PS0212014,19.13,30.28,0
2013-2014,SU036,Rutland Northeast SU,PS160,Leicester Central School,63,PS1602014,5.2,9.36,0
2013-2014,SU036,Rutland Northeast SU,PS165,Lothrop School,197,PS1652014,19.9,34.92,0
2013-2014,SU036,Rutland Northeast SU,PS200,Neshobe School,336,PS2002014,24.91,44.59,0
2013-2014,SU036,Rutland Northeast SU,PS219,Otter Valley UHS #8,541,PS2192014,42.55,66.52,0
2013-2014,SU036,Rutland Northeast SU,PS290,Sudbury Country School,28,PS2902014,3.4,5.54,0
2013-2014,SU036,Rutland Northeast SU,PS340,Whiting Village School,33,PS3402014,3.8,6.08,0
2013-2014,SU036,Rutland Northeast SU,SU036,Rutland Northeast SU,0,SU0362014,34.55,160.55,0
2013-2014,SU037,Rutland Central SU,PS232,Proctor Elementary School,151,PS2322014,16.1,34.1,0
2013-2014,SU037,Rutland Central SU,PS233,Proctor Jr/Sr High School,135,PS2332014,16.6,29.6,0
2013-2014,SU037,Rutland Central SU,PS258,Rutland Town Elem School,347,PS2582014,32.6,58,0
2013-2014,SU037,Rutland Central SU,PS331,West Rutland School,326,PS3312014,36.2,68.2,0
2013-2014,SU037,Rutland Central SU,SU037,Rutland Central SU,0,SU0372014,3,24.01,0
2013-2014,SU038,Rutland Southwest SU,PS182,Middletown Springs Elem School,62,PS1822014,6.7,13.3,0
2013-2014,SU038,Rutland Southwest SU,PS229,Poultney Elementary School,176,PS2292014,18,37,0
2013-2014,SU038,Rutland Southwest SU,PS230,Poultney High School,223,PS2302014,26,50.5,0
2013-2014,SU038,Rutland Southwest SU,PS300,Tinmouth Elementary School,45,PS3002014,6.24,10.84,0
2013-2014,SU038,Rutland Southwest SU,PS328,Wells Village School,70,PS3282014,9.4,20.7,0
2013-2014,SU038,Rutland Southwest SU,SU038,Rutland Southwest SU,0,SU0382014,2.9,22.69,0
2013-2014,SU040,Rutland City SD,PS253,Rutland High School,866,PS2532014,96.29,165.34,0
2013-2014,SU040,Rutland City SD,PS255,Northeast Primary School,211,PS2552014,22.25,41.42,0
2013-2014,SU040,Rutland City SD,PS256,Northwest Primary School,223,PS2562014,24.75,46.25,0
2013-2014,SU040,Rutland City SD,PS365,Rutland Middle School,302,PS3652014,29.87,53.62,0
2013-2014,SU040,Rutland City SD,PS382,Rutland Intermediate School,617,PS3822014,58,107.25,0
2013-2014,SU040,Rutland City SD,SU040,Rutland City SD,0,SU0402014,11.9,103.28,0
2013-2014,SU041,Washington Northeast SU,PS055,Cabot School,171,PS0552014,21.4,40.01,0
2013-2014,SU041,Washington Northeast SU,PS304,Twinfield US #33,379,PS3042014,43.6,81.26,0
2013-2014,SU041,Washington Northeast SU,SU041,Washington Northeast SU,0,SU0412014,0,8.93,0
2013-2014,SU042,Washington West SU,PS107,Fayston Elementary School,101,PS1072014,11,21.95,0
2013-2014,SU042,Washington West SU,PS138,Harwood UHS #19,541,PS1382014,55.88,101.74,0
2013-2014,SU042,Washington West SU,PS193,Moretown Elementary School,91,PS1932014,10.2,23.2,0
2013-2014,SU042,Washington West SU,PS315,Waitsfield Elem School,141,PS3152014,14.3,26.92,0
2013-2014,SU042,Washington West SU,PS320,Warren Elementary School,152,PS3202014,14.7,30.08,0
2013-2014,SU042,Washington West SU,PS390,Thatcher Brook Primary US #45,355,PS3902014,33.7,67.41,0
2013-2014,SU042,Washington West SU,PS391,Crossett Brook Middle US #45,264,PS3912014,28.62,59.52,0
2013-2014,SU042,Washington West SU,PS393,Harwood Union Middle UHS #19,135,PS3932014,15.39,24.23,0
2013-2014,SU042,Washington West SU,SU042,Washington West SU,0,SU0422014,0,14.08,0
2013-2014,SU043,Washington South SU,PS210,Northfield Elementary School,255,PS2102014,26.3,50.72,0
2013-2014,SU043,Washington South SU,PS211,Northfield Middle/High School,308,PS2112014,32.3,64.57,0
2013-2014,SU043,Washington South SU,PS250,Roxbury Village School,30,PS2502014,5,10.27,0
2013-2014,SU043,Washington South SU,SU043,Washington South SU,0,SU0432014,0,11.6,0
2013-2014,SU045,Montpelier SD,PS173,Main Street Middle School,192,PS1732014,21.04,47.69,0
2013-2014,SU045,Montpelier SD,PS191,Montpelier High School,283,PS1912014,32.1,67.05,0
2013-2014,SU045,Montpelier SD,PS308,Union Elementary School,455,PS3082014,38.27,73.47,0
2013-2014,SU045,Montpelier SD,SU045,Montpelier SD,0,SU0452014,1,14.17,0
2013-2014,SU046,Windham Central SU,PS086,Dover Elementary School,78,PS0862014,6.8,14.55,0
2013-2014,SU046,Windham Central SU,PS149,Jamaica Village School,57,PS1492014,4.5,12.5,0
2013-2014,SU046,Windham Central SU,PS161,Leland And Gray UHS #34,362,PS1612014,32.79,58.52,0
2013-2014,SU046,Windham Central SU,PS177,Marlboro Elementary School,87,PS1772014,8.92,21.45,0
2013-2014,SU046,Windham Central SU,PS301,Townshend Village School,66,PS3012014,5.58,15.95,0
2013-2014,SU046,Windham Central SU,PS319,Wardsboro Central School,52,PS3192014,4.81,10.62,0
2013-2014,SU046,Windham Central SU,PS347,Windham Elementary School,15,PS3472014,1.99,4.3,0
2013-2014,SU046,Windham Central SU,PS408,Newbrook Elementary School,125,PS4082014,8.4,16.78,0
2013-2014,SU046,Windham Central SU,SU046,Windham Central SU,0,SU0462014,13,56.78,0
2013-2014,SU047,Windham Northeast SU,PS024,Bellows Falls Middle School,238,PS0242014,23.9,47.92,0
2013-2014,SU047,Windham Northeast SU,PS025,Bellows Falls UHS #27,341,PS0252014,37.01,72.51,0
2013-2014,SU047,Windham Northeast SU,PS120,Athens/Grafton Joint Contract School,84,PS1202014,9.3,16.98,0
